🦄独家整理线路🐯,#genre#
CCTV8超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.181:5146
CCTV9高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.160:5146
CCTV9高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.168:5146
CCTV9高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.135:5146
CCTV10高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.113:5146
CCTV10高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.169:5146
CCTV10高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.134:5146
CCTV11高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.238:5146
CCTV12高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.109:5146
CCTV12高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.170:5146
CCTV12高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.136:5146
CCTV13高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.188:5146
CCTV13高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.196:5146
CCTV14高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.161:5146
CCTV14高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.171:5146
CCTV14高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.133:5146
CCTV15高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.239:5146
CCTV16高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.76:5146
CCTV16-4K,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.98:5146
CCTV17高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.121:5146
CCTV17高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.198:5146
CCTV4K,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.194:5146
CCTV4K50p,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.174:5146

湖南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.5:5146
湖南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.129:5146
湖南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.88:5146
湖南卫视超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.127:5146
浙江卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.33:5146
浙江卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.150:5146
浙江卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.89:5146
浙江卫视超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.125:5146
江苏卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.18:5146
江苏卫视高清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.149:5146
江苏卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.90:5146
江苏卫视超清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.126:5146
东方卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.218:5146
东方卫视高清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.156:5146
东方卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.98:5146
安徽卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.92:5146
安徽卫视高清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.157:5146
安徽卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.183:5146
北京卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.4:5146
北京卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.151:5146
北京卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.91:5146
天津卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.141:5146
天津卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.182:5146
天津卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.97:5146
天津卫视超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.131:5146
山东卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.142:5146
山东卫视高清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.153:5146
山东卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.94:5146
山东卫视超清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.132:5146
江西卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.219:5146
江西卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.149:5146
湖北卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.93:5146
湖北卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.174:5146
湖北卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.95:5146
湖北卫视超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.128:5146
辽宁卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.103:5146
辽宁卫视 高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.123:5146
辽宁卫视超清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.161:5146
黑龙江卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.6:5146
黑龙江卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.179:5146
黑龙江卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.93:5146
黑龙江卫视超清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.124:5146
贵州卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.221:5146
贵州卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.230:5146
四川卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.215:5146
四川卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.159:5146
四川卫视超清 (CAVS),http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.163:5146
河南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.229:5146
河南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.17:5146
云南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.37:5146
云南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.100:5146
重庆卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.162:5146
重庆卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.210:5146
重庆卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.182:5146
河北卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.214:5146
河北卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.148:5146
东南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.104:5146
福建东南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.146:5146
广西卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.36:5146
广西卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.139:5146
吉林卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.1.111:5146
吉林卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.150:5146
海南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.35:5146
海南卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.253.43.101:5146
甘肃卫视高清,http://cysan.gzcy020.com.cn:50000/rtp/239.77.0.189:5146


🦄联通专线-①💙,#genre#
CCTV1,http://119.54.8.235:9999/hls/1/index.m3u8
CCTV2,http://119.54.8.235:9999/hls/2/index.m3u8
CCTV3,http://119.54.8.235:9999/hls/3/index.m3u8
CCTV4,http://119.54.8.235:9999/hls/4/index.m3u8
CCTV5,http://119.54.8.235:9999/hls/5/index.m3u8
CCTV6,http://119.54.8.235:9999/hls/6/index.m3u8
CCTV7,http://119.54.8.235:9999/hls/7/index.m3u8
CCTV8,http://119.54.8.235:9999/hls/8/index.m3u8
CCTV9,http://119.54.8.235:9999/hls/9/index.m3u8
CCTV10,http://119.54.8.235:9999/hls/10/index.m3u8
CCTV11,http://119.54.8.235:9999/hls/11/index.m3u8
CCTV12,http://119.54.8.235:9999/hls/12/index.m3u8
CCTV13,http://119.54.8.235:9999/hls/13/index.m3u8
CCTV14,http://119.54.8.235:9999/hls/14/index.m3u8
CCTV15,http://119.54.8.235:9999/hls/15/index.m3u8
CCTV16,http://119.54.8.235:9999/hls/16/index.m3u8
CCTV17,http://119.54.8.235:9999/hls/17/index.m3u8
cctv164k,http://119.54.8.235:9999/hls/29/index.m3u8

北京卫视,http://119.54.8.235:9999/hls/30/index.m3u8
东方卫视,http://119.54.8.235:9999/hls/31/index.m3u8
江苏卫视,http://119.54.8.235:9999/hls/32/index.m3u8
浙江卫视,http://119.54.8.235:9999/hls/33/index.m3u8
湖南卫视,http://119.54.8.235:9999/hls/34/index.m3u8
辽宁卫视,http://119.54.8.235:9999/hls/35/index.m3u8
天津卫视,http://119.54.8.235:9999/hls/36/index.m3u8
深圳卫视,http://119.54.8.235:9999/hls/37/index.m3u8
安徽卫视,http://119.54.8.235:9999/hls/38/index.m3u8
广东卫视,http://119.54.8.235:9999/hls/39/index.m3u8
山东卫视,http://119.54.8.235:9999/hls/40/index.m3u8
贵州卫视,http://119.54.8.235:9999/hls/41/index.m3u8
黑龙江卫视,http://119.54.8.235:9999/hls/42/index.m3u8
河北卫视,http://119.54.8.235:9999/hls/43/index.m3u8
东南卫视,http://119.54.8.235:9999/hls/44/index.m3u8
湖北卫视,http://119.54.8.235:9999/hls/45/index.m3u8
重庆卫视,http://119.54.8.235:9999/hls/46/index.m3u8
云南卫视,http://119.54.8.235:9999/hls/47/index.m3u8
海南卫视,http://119.54.8.235:9999/hls/48/index.m3u8
陕西卫视,http://119.54.8.235:9999/hls/49/index.m3u8
青海卫视,http://119.54.8.235:9999/hls/50/index.m3u8
河南卫视,http://119.54.8.235:9999/hls/51/index.m3u8
山西卫视,http://119.54.8.235:9999/hls/52/index.m3u8
内蒙古卫视,http://119.54.8.235:9999/hls/53/index.m3u8
江西卫视,http://119.54.8.235:9999/hls/54/index.m3u8
广西卫视,http://119.54.8.235:9999/hls/55/index.m3u8
西藏卫视,http://119.54.8.235:9999/hls/56/index.m3u8
四川卫视,http://119.54.8.235:9999/hls/57/index.m3u8
兵团卫视,http://119.54.8.235:9999/hls/58/index.m3u8
甘肃卫视,http://119.54.8.235:9999/hls/59/index.m3u8
新疆卫视,http://119.54.8.235:9999/hls/60/index.m3u8
宁夏卫视,http://119.54.8.235:9999/hls/61/index.m3u8
三沙卫视,http://119.54.8.235:9999/hls/62/index.m3u8
北京卡酷,http://119.54.8.235:9999/hls/63/index.m3u8
金鹰卡通,http://119.54.8.235:9999/hls/64/index.m3u8
佳佳卡通,http://119.54.8.235:9999/hls/65/index.m3u8
哈哈炫动,http://119.54.8.235:9999/hls/66/index.m3u8
纪实人文,http://119.54.8.235:9999/hls/67/index.m3u8
金鹰纪实,http://119.54.8.235:9999/hls/68/index.m3u8
中国交通,http://119.54.8.235:9999/hls/69/index.m3u8
女性时尚,http://119.54.8.235:9999/hls/73/index.m3u8
环球奇观,http://119.54.8.235:9999/hls/74/index.m3u8
第一剧场,http://119.54.8.235:9999/hls/75/index.m3u8
世界地理,http://119.54.8.235:9999/hls/76/index.m3u8
风云足球,http://119.54.8.235:9999/hls/77/index.m3u8
央视台球,http://119.54.8.235:9999/hls/78/index.m3u8
风云音乐,http://119.54.8.235:9999/hls/79/index.m3u8
怀旧剧场,http://119.54.8.235:9999/hls/80/index.m3u8
文化精品,http://119.54.8.235:9999/hls/81/index.m3u8

🦄联通专线-②💙,#genre#
CCTV-1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8
CCTV-2,http://111.160.17.2:59901/tsfile/live/0002_1.m3u8
CCTV-3,http://111.160.17.2:59901/tsfile/live/0003_1.m3u8
CCTV-4,http://111.160.17.2:59901/tsfile/live/1000_1.m3u8
CCTV-5,http://111.160.17.2:59901/tsfile/live/1002_1.m3u8
CCTV5+,http://111.160.17.2:59901/tsfile/live/0016_1.m3u8
CCTV-6,http://111.160.17.2:59901/tsfile/live/0006_1.m3u8
CCTV-7,http://111.160.17.2:59901/tsfile/live/0007_1.m3u8
CCTV-8,http://111.160.17.2:59901/tsfile/live/0008_1.m3u8
CCTV-9,http://111.160.17.2:59901/tsfile/live/0009_1.m3u8
CCTV-10,http://111.160.17.2:59901/tsfile/live/0010_1.m3u8
CCTV-11,http://111.160.17.2:59901/tsfile/live/0011_1.m3u8
CCTV-12,http://111.160.17.2:59901/tsfile/live/0012_1.m3u8
CCTV-13,http://111.160.17.2:59901/tsfile/live/0013_1.m3u8
CCTV-14,http://111.160.17.2:59901/tsfile/live/0014_1.m3u8
CCTV-15,http://111.160.17.2:59901/tsfile/live/0015_1.m3u8
CCTV-17,http://111.160.17.2:59901/tsfile/live/0019_1.m3u8

上海卫视,http://111.160.17.2:59901/tsfile/live/0107_1.m3u8
北京卫视,http://111.160.17.2:59901/tsfile/live/0122_1.m3u8
湖北卫视,http://111.160.17.2:59901/tsfile/live/0132_1.m3u8
辽宁卫视,http://111.160.17.2:59901/tsfile/live/0121_1.m3u8
广东卫视,http://111.160.17.2:59901/tsfile/live/0125_1.m3u8
甘肃卫视,http://111.160.17.2:59901/tsfile/live/0141_1.m3u8
陕西卫视,http://111.160.17.2:59901/tsfile/live/0136_1.m3u8
安徽卫视,http://111.160.17.2:59901/tsfile/live/0130_1.m3u8
深圳卫视,http://111.160.17.2:59901/tsfile/live/0126_1.m3u8
吉林卫视,http://111.160.17.2:59901/tsfile/live/0116_1.m3u8
河北卫视,http://111.160.17.2:59901/tsfile/live/0117_1.m3u8
山西卫视,http://111.160.17.2:59901/tsfile/live/0118_1.m3u8
西藏卫视,http://111.160.17.2:59901/tsfile/live/0111_1.m3u8
江苏卫视,http://111.160.17.2:59901/tsfile/live/0127_1.m3u8
河南卫视,http://111.160.17.2:59901/tsfile/live/0139_1.m3u8
青海卫视,http://111.160.17.2:59901/tsfile/live/0140_1.m3u8
宁夏卫视,http://111.160.17.2:59901/tsfile/live/0112_1.m3u8
卡酷少儿,http://111.160.17.2:59901/tsfile/live/1005_1.m3u8
重庆卫视,http://111.160.17.2:59901/tsfile/live/0142_1.m3u8
云南卫视,http://111.160.17.2:59901/tsfile/live/0119_1.m3u8
贵州卫视,http://111.160.17.2:59901/tsfile/live/0120_1.m3u8
内蒙古卫视,http://111.160.17.2:59901/tsfile/live/0109_1.m3u8
黑龙江卫视,http://111.160.17.2:59901/tsfile/live/0143_1.m3u8
三沙卫视,http://111.160.17.2:59901/tsfile/live/1007_1.m3u8
天津卫视,http://111.160.17.2:59901/tsfile/live/1004_1.m3u8
天津影视,http://111.160.17.2:59901/tsfile/live/1006_1.m3u8
天津体育,http://111.160.17.2:59901/tsfile/live/0141_1.m3u8


🦄联通专线-③💙,#genre#
CCTV1,http://1304.hsmedia.top:8080/newlive/live/hls/2/live.m3u8
CCTV2,http://1304.hsmedia.top:8080/newlive/live/hls/3/live.m3u8
CCTV3,http://1304.hsmedia.top:8080/newlive/live/hls/4/live.m3u8
CCTV4,http://1304.hsmedia.top:8080/newlive/live/hls/5/live.m3u8
CCTV5+,http://1304.hsmedia.top:8080/newlive/live/hls/6/live.m3u8
CCTV6,http://1304.hsmedia.top:8080/newlive/live/hls/7/live.m3u8
CCTV7,http://1304.hsmedia.top:8080/newlive/live/hls/8/live.m3u8
CCTV8,http://1304.hsmedia.top:8080/newlive/live/hls/9/live.m3u8
CCTV9,http://1304.hsmedia.top:8080/newlive/live/hls/10/live.m3u8
CCTV10,http://1304.hsmedia.top:8080/newlive/live/hls/11/live.m3u8
CCTV11,http://1304.hsmedia.top:8080/newlive/live/hls/12/live.m3u8
CCTV12,http://1304.hsmedia.top:8080/newlive/live/hls/13/live.m3u8
CCTV13,http://1304.hsmedia.top:8080/newlive/live/hls/14/live.m3u8
CCTV14,http://1304.hsmedia.top:8080/newlive/live/hls/15/live.m3u8
CCTV15,http://1304.hsmedia.top:8080/newlive/live/hls/16/live.m3u8
CCTV16,http://1304.hsmedia.top:8080/newlive/live/hls/17/live.m3u8
CCTV17,http://1304.hsmedia.top:8080/newlive/live/hls/18/live.m3u8

东方卫视,http://1304.hsmedia.top:8080/newlive/live/hls/30/live.m3u8
北京卫视,http://1304.hsmedia.top:8080/newlive/live/hls/29/live.m3u8
湖南卫视,http://1304.hsmedia.top:8080/newlive/live/hls/27/live.m3u8
广东卫视,http://1304.hsmedia.top:8080/newlive/live/hls/28/live.m3u8
江苏卫视,http://1304.hsmedia.top:8080/newlive/live/hls/32/live.m3u8
浙江卫视,http://1304.hsmedia.top:8080/newlive/live/hls/31/live.m3u8
山东卫视,http://1304.hsmedia.top:8080/newlive/live/hls/35/live.m3u8
湖北卫视,http://1304.hsmedia.top:8080/newlive/live/hls/34/live.m3u8
辽宁卫视,http://1304.hsmedia.top:8080/newlive/live/hls/38/live.m3u8
河北卫视,http://1304.hsmedia.top:8080/newlive/live/hls/37/live.m3u8
海南卫视,http://1304.hsmedia.top:8080/newlive/live/hls/19/live.m3u8
黑龙江卫视,http://1304.hsmedia.top:8080/newlive/live/hls/33/live.m3u8


🦄联通专线-④💙,#genre#
CCTV1, http://119.165.183.182:8888/udp/239.253.254.77:8000
CCTV2, http://119.165.183.182:8888/udp/239.253.254.232:8000
CCTV3, http://119.165.183.182:8888/udp/239.253.254.191:8000
CCTV4, http://119.165.183.182:8888/udp/239.253.254.111:8000
CCTV4, http://119.165.183.182:8888/udp/239.253.254.186:8000
CCTV4, http://119.165.183.182:8888/udp/239.253.254.187:8000
CCTV5, http://119.165.183.182:8888/udp/239.253.254.192:8000
CCTV5+, http://119.165.183.182:8888/udp/239.253.254.80:8000
CCTV6, http://119.165.183.182:8888/udp/239.253.254.193:8000
CCTV7, http://119.165.183.182:8888/udp/239.253.254.233:8000
CCTV8, http://119.165.183.182:8888/udp/239.253.254.194:8000
CCTV9, http://119.165.183.182:8888/udp/239.253.254.79:8000
CCTV10, http://119.165.183.182:8888/udp/239.253.254.234:8000
CCTV11, http://119.165.183.182:8888/udp/239.253.254.169:8000
CCTV12, http://119.165.183.182:8888/udp/239.253.254.235:8000
CCTV13, http://119.165.183.182:8888/udp/239.253.254.175:8000
CCTV14, http://119.165.183.182:8888/udp/239.253.254.236:8000
CCTV15, http://119.165.183.182:8888/udp/239.253.254.170:8000
CCTV17, http://119.165.183.182:8888/udp/239.253.254.168:8000

CHC动作电影, http://119.165.183.182:8888/udp/239.253.254.153:8000
CHC高清电影, http://119.165.183.182:8888/udp/239.253.254.154:8000
CHC家庭影院, http://119.165.183.182:8888/udp/239.253.254.152:8000
安徽卫视, http://119.165.183.182:8888/udp/239.253.254.87:8000
北京卫视, http://119.165.183.182:8888/udp/239.253.254.85:8000
茶频道, http://119.165.183.182:8888/udp/239.253.254.143:8000
东方财经, http://119.165.183.182:8888/udp/239.253.254.94:8000
东方卫视, http://119.165.183.182:8888/udp/239.253.254.86:8000
东南卫视, http://119.165.183.182:8888/udp/239.253.254.105:8000
动漫秀场, http://119.165.183.182:8888/udp/239.253.254.115:8000
都市剧场, http://119.165.183.182:8888/udp/239.253.254.98:8000
法治天地, http://119.165.183.182:8888/udp/239.253.254.96:8000
甘肃卫视, http://119.165.183.182:8888/udp/239.253.254.74:8000
广东卫视, http://119.165.183.182:8888/udp/239.253.254.90:8000
广西卫视, http://119.165.183.182:8888/udp/239.253.254.197:8000
贵州卫视, http://119.165.183.182:8888/udp/239.253.254.113:8000
海南卫视, http://119.165.183.182:8888/udp/239.253.254.179:8000
河北卫视, http://119.165.183.182:8888/udp/239.253.254.112:8000
河南卫视, http://119.165.183.182:8888/udp/239.253.254.190:8000
黑龙江卫视, http://119.165.183.182:8888/udp/239.253.254.93:8000
湖北卫视, http://119.165.183.182:8888/udp/239.253.254.88:8000
湖南卫视, http://119.165.183.182:8888/udp/239.253.254.82:8000
吉林卫视, http://119.165.183.182:8888/udp/239.253.254.173:8000
江苏卫视, http://119.165.183.182:8888/udp/239.253.254.83:8000
江西卫视, http://119.165.183.182:8888/udp/239.253.254.47:8000
金色学堂, http://119.165.183.182:8888/udp/239.253.254.101:8000
金鹰纪实, http://119.165.183.182:8888/udp/239.253.254.103:8000
金鹰卡通, http://119.165.183.182:8888/udp/239.253.254.117:8000
精彩电影, http://119.165.183.182:8888/udp/239.253.254.142:8000
卡酷少儿, http://119.165.183.182:8888/udp/239.253.254.66:8000
梨园频道, http://119.165.183.182:8888/udp/239.253.254.139:8000
辽宁卫视, http://119.165.183.182:8888/udp/239.253.254.92:8000
深圳卫视, http://119.165.183.182:8888/udp/239.253.254.91:8000
四川卫视, http://119.165.183.182:8888/udp/239.253.254.180:8000
天津卫视, http://119.165.183.182:8888/udp/239.253.254.89:8000
云南卫视, http://119.165.183.182:8888/udp/239.253.254.196:8000
浙江卫视, http://119.165.183.182:8888/udp/239.253.254.84:8000
重庆卫视, http://119.165.183.182:8888/udp/239.253.254.38:8000


🦄联通专线-⑤💙,#genre#
CCTV1,http://121.23.184.27:808/hls/1/index.m3u8
CCTV2,http://121.23.184.27:808/hls/2/index.m3u8
CCTV3,http://121.23.184.27:808/hls/3/index.m3u8
CCTV4,http://121.23.184.27:808/hls/4/index.m3u8
CCTV5,http://121.23.184.27:808/hls/5/index.m3u8
CCTV5+,http://121.23.184.27:808/hls/16/index.m3u8
CCTV6,http://121.23.184.27:808/hls/6/index.m3u8
CCTV7,http://121.23.184.27:808/hls/7/index.m3u8
CCTV8,http://121.23.184.27:808/hls/8/index.m3u8
CCTV9,http://121.23.184.27:808/hls/9/index.m3u8
CCTV10,http://121.23.184.27:808/hls/10/index.m3u8
CCTV11,http://121.23.184.27:808/hls/11/index.m3u8
CCTV12,http://121.23.184.27:808/hls/12/index.m3u8
CCTV13,http://121.23.184.27:808/hls/13/index.m3u8
CCTV14,http://121.23.184.27:808/hls/14/index.m3u8
CCTV15,http://121.23.184.27:808/hls/15/index.m3u8

河北卫视,http://121.23.184.27:808/hls/17/index.m3u8
湖南卫视,http://121.23.184.27:808/hls/18/index.m3u8
江苏卫视,http://121.23.184.27:808/hls/19/index.m3u8
天津卫视,http://121.23.184.27:808/hls/20/index.m3u8
深圳卫视,http://121.23.184.27:808/hls/21/index.m3u8
山东卫视,http://121.23.184.27:808/hls/22/index.m3u8
广东卫视,http://121.23.184.27:808/hls/23/index.m3u8
北京卫视,http://121.23.184.27:808/hls/24/index.m3u8
东方卫视,http://121.23.184.27:808/hls/25/index.m3u8
黑龙江卫视,http://121.23.184.27:808/hls/26/index.m3u8
浙江卫视,http://121.23.184.27:808/hls/27/index.m3u8
安徽卫视,http://121.23.184.27:808/hls/28/index.m3u8
湖北卫视,http://121.23.184.27:808/hls/29/index.m3u8
四川卫视,http://121.23.184.27:808/hls/30/index.m3u8
重庆卫视,http://121.23.184.27:808/hls/31/index.m3u8
东南卫视,http://121.23.184.27:808/hls/32/index.m3u8
广西卫视,http://121.23.184.27:808/hls/33/index.m3u8
吉林卫视,http://121.23.184.27:808/hls/34/index.m3u8
陕西卫视,http://121.23.184.27:808/hls/35/index.m3u8
山西卫视,http://121.23.184.27:808/hls/36/index.m3u8
内蒙古卫视,http://121.23.184.27:808/hls/37/index.m3u8
青海卫视,http://121.23.184.27:808/hls/38/index.m3u8
宁夏卫视,http://121.23.184.27:808/hls/39/index.m3u8
西藏卫视,http://121.23.184.27:808/hls/40/index.m3u8
新疆卫视,http://121.23.184.27:808/hls/41/index.m3u8
甘肃卫视,http://121.23.184.27:808/hls/42/index.m3u8
河南卫视,http://121.23.184.27:808/hls/43/index.m3u8
贵州卫视,http://121.23.184.27:808/hls/44/index.m3u8
云南卫视,http://121.23.184.27:808/hls/45/index.m3u8
辽宁卫视,http://121.23.184.27:808/hls/48/index.m3u8
浙江卫视,http://121.23.184.27:808/hls/49/index.m3u8
河北影视,http://121.23.184.27:808/hls/52/index.m3u8

🦄联通专线-⑥💙,#genre#
CCTV1,http://gongzhuling.lnott.top:9999/hls/1/index.m3u8
CCTV2,http://gongzhuling.lnott.top:9999/hls/2/index.m3u8
CCTV3,http://gongzhuling.lnott.top:9999/hls/3/index.m3u8
CCTV4,http://gongzhuling.lnott.top:9999/hls/4/index.m3u8
CCTV5,http://gongzhuling.lnott.top:9999/hls/5/index.m3u8
CCTV6,http://gongzhuling.lnott.top:9999/hls/6/index.m3u8
CCTV7,http://gongzhuling.lnott.top:9999/hls/7/index.m3u8
CCTV8,http://gongzhuling.lnott.top:9999/hls/8/index.m3u8
CCTV9,http://gongzhuling.lnott.top:9999/hls/9/index.m3u8
CCTV10,http://gongzhuling.lnott.top:9999/hls/10/index.m3u8
CCTV11,http://gongzhuling.lnott.top:9999/hls/11/index.m3u8
CCTV12,http://gongzhuling.lnott.top:9999/hls/12/index.m3u8
CCTV13,http://gongzhuling.lnott.top:9999/hls/13/index.m3u8
CCTV14,http://gongzhuling.lnott.top:9999/hls/14/index.m3u8
CCTV15,http://gongzhuling.lnott.top:9999/hls/15/index.m3u8
CCTV16,http://gongzhuling.lnott.top:9999/hls/16/index.m3u8
CCTV17,http://gongzhuling.lnott.top:9999/hls/17/index.m3u8

cctv164k,http://gongzhuling.lnott.top:9999/hls/29/index.m3u8
北京卫视,http://gongzhuling.lnott.top:9999/hls/30/index.m3u8
东方卫视,http://gongzhuling.lnott.top:9999/hls/31/index.m3u8
江苏卫视,http://gongzhuling.lnott.top:9999/hls/32/index.m3u8
浙江卫视,http://gongzhuling.lnott.top:9999/hls/33/index.m3u8
湖南卫视,http://gongzhuling.lnott.top:9999/hls/34/index.m3u8
辽宁卫视,http://gongzhuling.lnott.top:9999/hls/35/index.m3u8
天津卫视,http://gongzhuling.lnott.top:9999/hls/36/index.m3u8
深圳卫视,http://gongzhuling.lnott.top:9999/hls/37/index.m3u8
安徽卫视,http://gongzhuling.lnott.top:9999/hls/38/index.m3u8
广东卫视,http://gongzhuling.lnott.top:9999/hls/39/index.m3u8
山东卫视,http://gongzhuling.lnott.top:9999/hls/40/index.m3u8
贵州卫视,http://gongzhuling.lnott.top:9999/hls/41/index.m3u8
黑龙江卫视,http://gongzhuling.lnott.top:9999/hls/42/index.m3u8
河北卫视,http://gongzhuling.lnott.top:9999/hls/43/index.m3u8
东南卫视,http://gongzhuling.lnott.top:9999/hls/44/index.m3u8
湖北卫视,http://gongzhuling.lnott.top:9999/hls/45/index.m3u8
重庆卫视,http://gongzhuling.lnott.top:9999/hls/46/index.m3u8
云南卫视,http://gongzhuling.lnott.top:9999/hls/47/index.m3u8
海南卫视,http://gongzhuling.lnott.top:9999/hls/48/index.m3u8
陕西卫视,http://gongzhuling.lnott.top:9999/hls/49/index.m3u8
青海卫视,http://gongzhuling.lnott.top:9999/hls/50/index.m3u8
河南卫视,http://gongzhuling.lnott.top:9999/hls/51/index.m3u8
山西卫视,http://gongzhuling.lnott.top:9999/hls/52/index.m3u8
内蒙古卫视,http://gongzhuling.lnott.top:9999/hls/53/index.m3u8
江西卫视,http://gongzhuling.lnott.top:9999/hls/54/index.m3u8
广西卫视,http://gongzhuling.lnott.top:9999/hls/55/index.m3u8
西藏卫视,http://gongzhuling.lnott.top:9999/hls/56/index.m3u8
四川卫视,http://gongzhuling.lnott.top:9999/hls/57/index.m3u8
